,Date,Description,Target
2799,2020-04-01,"AT&T Inc  on Wednesday named Jason Kilar, former head of video streaming platform Hulu, as chief executive officer of its WarnerMedia unit starting in May, when it plans to launch its HBO Max service to compete with streaming heavyweights Netflix and Disney+.",x
2800,2020-04-01,"Just two months after taking office, President Donald Trump in March 2017 traveled to Michigan to announce that he would undo ambitious vehicle emissions standards mandated under his predecessor Barack Obama, portraying the reversal as a boost to the U.S. auto industry centered in the Midwestern state.",x
2801,2020-04-01,"Multi-strategy hedge funds - those that bet on a broad array of markets using teams of traders, leverage and centralized risk management - have flourished as stocks ended their worst three months since the 2008 financial crisis.",x
2802,2020-04-01,EU industry chief Thierry Breton says he does not see any ulterior motive behind Huawei [HWT.UL] and other Chinese companies' donations of face masks to the bloc and that solidarity is the best way to tackle the global coronavirus outbreak.,x
2803,2020-04-01,"Volkswagen AG  said on Wednesday it is extending a production halt at its Chattanooga, Tennessee, assembly plant until April 12 because of the coronavirus pandemic.",x
2804,2020-04-01,"Whiting Petroleum Corp filed for Chapter 11 bankruptcy, the U.S. shale producer said on Wednesday, the first publicly traded casualty of crashing crude oil prices that are expected to bite into record U.S. output.",x
2805,2020-04-01,"The dollar advanced on Wednesday, with markets bracing for what is shaping up to be one of the worst economic contractions in decades as the world confronts the coronavirus pandemic.",x
2806,2020-04-01,World equity markets began the new quarter with steep losses on Wednesday as evidence mounted that the coronavirus pandemic was sending the global economy into a deep recession.,x
2807,2020-04-01,"The coronavirus crisis is likely to cut home and office building prices, may lead to a permanent shift in the demand for office space, and could push highly indebted households and companies toward default, Boston Federal Reserve bank president Eric Rosengren said on Wednesday.",x
2808,2020-04-01,"T-Mobile US Inc said on Wednesday it officially completed the $23 billion merger with Sprint Corp, solidifying its position as the No.3 wireless providers in the United States.",x
2809,2020-04-01,"Russian President Vladimir Putin called on Wednesday for global oil producers and consumers to address ""challenging"" oil markets while U.S. President Donald Trump complained that oil cheaper ""than water"" was hurting the industry.",x
2810,2020-04-01,"Insurers are increasingly worried about shareholders, employees or customers bringing coronavirus-related claims against company executives and are considering excluding the virus from policies which protect the bosses, industry sources say.",x
2811,2020-04-01,"Zoom Video Communications Inc's  average mobile user numbers in March were nearly three times that of its nearest rival Microsoft Corp's  Teams, according to research firm Apptopia, as the cornonavirus-driven stay-at-home lifted demand for video conferencing applications.",x
2812,2020-04-01,"With the euro zone economy in need of help from the coronavirus pandemic, officials have until April 9 to design a package that satisfies members with completely opposing views: those calling for joint debt issuance and those fiercely against it.",x
2813,2020-04-01,U.S. House Speaker Nancy Pelosi urged the U.S. Treasury on Wednesday not to hold up $25 billion in cash grants approved by Congress last week to airlines for payroll costs.,x
2814,2020-04-01,"Factories fell quiet across much of the world in March as the coronavirus pandemic paralyzed economic activity, with evidence mounting that the world is sliding into deep recession.",x
2815,2020-04-01,Uber Eats  and Delivery Hero  are expanding from providing restaurant meals into supplying groceries to customers stuck at home during lockdowns triggered by the coronavirus crisis.,x
2816,2020-04-01,"U.S. manufacturing activity contracted less than expected in March, but disruptions caused by the coronavirus pandemic pushed new orders received by factories to an 11-year low, reinforcing economists' views that the economy was in recession.",x
2817,2020-04-01,"((This March 18 story, corrects headline and first paragraph to say aid requested was $325, not $455 billion.))",x
2818,2020-04-01,"Kroger Co's  comparable sales surged about 30% in March as consumers stockpiled due to the coronavirus pandemic, and the grocer said it had borrowed $1 billion to boost its cash reserve as it prepared for any fallout from the health crisis.",x
2819,2020-04-01,A Swiss distillery has converted its production of pear schnapps to make disinfectant hand gel for use against the coronavirus.,x
2820,2020-04-01,U.S. construction spending unexpectedly fell in February and could decline further as the coronavirus pandemic wreaks havoc on the economy.,x
2821,2020-04-01,"The U.S. manufacturing sector contracted in March, with activity hitting its lowest level since 2009, as the coronavirus pandemic caused widespread shortages, a survey confirmed on Wednesday.",x
2822,2020-04-01,"As soon as New York officials began detailing their response to the coronavirus, Matt Preis knew his staff might be in trouble.",x
2823,2020-04-01,"Deutsche Bank  is discussing whether it will waive bonuses for its management board in 2020 due to the fallout from the coronavirus crisis, a person with knowledge of the matter said on Wednesday.",x
2824,2020-04-01,"The German government stands ready to take over Condor as a deal for the airline to be bought by Polish rival LOT is likely to collapse in the industry turmoil caused by the coronavirus crisis, several people familiar with the matter told Reuters.",x
2825,2020-04-01,"German sportswear maker Adidas  apologizes on Wednesday for saying it would stop paying rent for stores around the world forced to close by coronavirus lockdowns after a storm of criticism, saying it would pay up for April after all.",x
2826,2020-04-01,"As companies cut dividends in response to the financial havoc caused by the coronavirus, fund managers whose portfolios rely on the payouts are sifting for those most likely to deliver a sustainable yield when the world recovers.",x
