,Description,Target
1185,"Norway's sovereign wealth fund will vote in favour of a resolution committing Barclays to tackling climate change at the bank's annual general meeting on May 7, instead of a separate shareholder one, the fund said on Friday.",neutral
1186,The fate of Norwegian Air  hangs in the balance on Friday after a deadline passed overnight for bondholders to vote on a rescue package for the transatlantic budget airline.,negative
1187,"Federal Reserve Chair Jerome Powell has sketched out an altogether bumpier ride for the U.S. economy than many are predicting - one that sees business activity stop and start for months to come, until an effective treatment or vaccine for the novel coronavirus can be found.",negative
1188,"Institutional Shareholder Services (ISS) recommended on Thursday that investors vote in favor of all board nominees at JPMorgan Chase & Co  but called its support for lead independent director Lee Raymond ""cautionary.""",neutral
1189,"The two largest U.S. banks, JPMorgan Chase & Co and Bank of America, said on Thursday that they submitted almost half a million applications worth nearly $46 billion to the Small Business Administration's Paycheck Protection Program for small businesses hurt by the coronavirus shutdown.",positive
1190,U.S. electric vehicle maker Tesla Inc  said in Friday it has cut the starting price for China-made Model 3 sedans by 10% to qualify for subsidies in the world's biggest auto market.,positive
1191,"Amazon.com Inc  on Thursday said it could post its first quarterly loss in five years even as revenue surges because it is spending at least $4 billion in response to the coronavirus pandemic, including plans to test its workforce for COVID-19.",negative
1192,"Boeing Co  has no plans to seek additional funding through the capital markets or from the U.S. government at this time, the planemaker said in a statement on Thursday.",neutral
1193,"Gilead Sciences Inc , maker of the closely-watched experimental coronavirus drug remdesivir, on Thursday said it will work with international partners to expand production of the potential COVID-19 treatment.",neutral
1194,"Three of the largest four U.S. airlines said Thursday they will require passengers to wear facial coverings on U.S. flights, joining JetBlue Airways Corp  in taking the step to address the spread of the coronavirus and convince reluctant passengers to resume flying.",neutral
1195,"Apple Inc reported sales and profits that beat Wall Street expectations Thursday, with Chief Executive Officer Tim Cook saying China sales were ""headed in the right direction"" as that country reopens from the novel coronavirus.",positive
1196,"U.S. stocks lost ground on Thursday as grim economic data and mixed earnings prompted investors to take profits at the close of the S&P 500's best month in 33 years, a remarkable run driven by expectations the economy will soon start recovering from crushing restrictions enacted to curb the coronavirus pandemic.",positive
1197,"Amgen Inc  on Thursday reported better-than-expected first-quarter results and said it plans to study psoriasis drug Otezla as a potential treatment for COVID-19, the respiratory disease caused by the new coronavirus.",positive
1198,"United Airlines Holdings Inc  on Thursday posted a first-quarter loss of $1.7 billion, including charges against investments in Latin America that have soured as the coronavirus pandemic jolts travel industries worldwide.",negative
1199,"ConocoPhillips said on Thursday it would sharply reduce oil output in coming weeks, aiming to shut 35% of its volume by June after weak energy prices led to a loss of $1.7 billion in the first quarter.",negative
1200,"World equity benchmarks dipped on Thursday to close their best month in 11 years as a rebound in oil prices, encouraging early results from a COVID-19 treatment trial and expectations of more government stimulus helped ease the pain of February and March.",positive
1201,"BlackRock Inc  on Thursday said it named London-based financial executive Sandy Boss as its new head of investment stewardship, bringing a more international structure to the top asset manager's voting on topics like climate change and social issues.",neutral
1202,"Oil prices jumped on Thursday, after several producers said they would cut output and as signs the U.S. crude glut was not growing as quickly as many had feared brought an upbeat close to one of the most volatile months for oil trading in history.",negative
1203,"The U.S. Federal Reserve on Thursday widened a key program to nurse the ""Main Street"" economy through the coronavirus pandemic, agreeing to lend to even larger firms, taking on more risk in participation with banks, and hinting at some form of dedicated help for non-profits.",positive
1204,"Wells Fargo & Co  has revived its special group for bad energy loans in recent weeks as the bank braces for more pain from the sharp downturn in oil prices, people familiar with the matter told Reuters.",negative
1205,"Ford Motor Co  on Thursday outlined the safety measures it will institute to restart its most profitable U.S. plants amid the coronavirus pandemic, expanding on similar efforts by General Motors Co  and Fiat Chrysler  to convince leaders of the United Auto Workers union to send members back to work.",neutral
